"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"17806627","121693291","2017-03-20","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Mott Haven","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Kitchen,Elevator,Heating,Washer,Dryer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","strict","$70.00"
"855462","4469832","2012-12-22","within a few hours","100%","","f","2.0","{email, phone, reviews, jumio, government_id}","t","Lower East Side","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Hangers}","1","1","strict","$75.00"
"2674784","13524368","2014-03-25","within an hour","100%","","f","4.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Windsor Terrace","Apartment","Entire home/apt","4","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Children’s books and toys,Babysitter recommendations,Pack ’n Play/travel crib,Room-darkening shades,Children’s dinnerware}","2","1","strict","$145.00"
"5162420","7601931","2013-07-20","within a day","100%","","f","1.0","{email, phone, reviews, kba, work_email}","t","East Village","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Laptop friendly workspace}","2","1","moderate","$220.00"
"6596747","4654046","2013-01-10","within an hour","100%","","t","1.0","{email, phone, reviews, jumio}","t","West Village","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Pets live on this property,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","strict","$105.00"
"20874763","149882041","2017-09-09","within an hour","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Vinegar Hill","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Gym,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance}","2","1","flexible","$100.00"
"20482231","10653881","2015-12-01","within an hour","100%","","f","1.0","{email, phone, linkedin, reviews, kba}","t","Park Slope","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Kitchen,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Private living room,Host greets you}","1","1","moderate","$70.00"
"8272327","38465372","2015-07-14","within a few hours","100%","","t","1.0","{email, phone, reviews, jumio}","f","Cobble Hill","House","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Room-darkening shades}","1","3","moderate","$225.00"
"12603268","32321433","2015-05-01","within an hour","100%","","f","5.0","{email, phone, reviews, jumio}","t","East Harlem","Apartment","Private room","2","1.5","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Pets live on this property,Dog(s),Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub}","1","1","flexible","$91.00"
"1304952","7073209","2013-06-23","within a day","67%","","f","2.0","{email, phone, google, jumio, government_id}","t","Fort Greene","Townhouse","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Indoor fireplace,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","2","strict","$120.00"
"16553353","48983104","2015-11-13","within an hour","100%","","f","3.0","{email, phone, reviews, kba}","t","Middle Village","House","Private room","1","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator}","1","2","strict","$50.00"
"3673938","4578923","2013-01-03","within a day","90%","","f","1.0","{email, phone, reviews, kba, work_email}","t","Bedford-Stuyvesant","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Wireless Internet,Kitchen,Heating,Essentials}","1","5","moderate","$50.00"
"3511898","17682043","2014-07-05","","","","f","1.0","{email, phone, reviews, jumio}","t","Greenpoint","Apartment","Entire home/apt","2","1.0","2.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,First aid kit,Fire extinguisher,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","2","20","strict","$85.00"
"1390964","1651080","2012-01-25","","","","f","1.0","{email, phone, facebook, reviews, kba}","t","Mott Haven","Apartment","Entire home/apt","2","1.5","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","7","strict","$180.00"
"15875061","73175609","2016-05-21","","","","t","1.0","{email, phone, google, amex, reviews, jumio, government_id}","t","Windsor Terrace","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","strict","$159.00"
"13531132","77778146","2016-06-14","within an hour","100%","","f","8.0","{email, phone, reviews}","f","East Flatbush","Other","Private room","16","1.0","1.0","1.0","Real Bed","{Pool,Kitchen,Suitable for events,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","strict","$525.00"
"11434386","42528376","2015-08-25","within an hour","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id, work_email}","f","Ditmars Steinway","Apartment","Private room","2","2.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","2","moderate","$45.00"
"16508710","20414850","2014-08-22","","","","f","1.0","{email, phone, reviews, kba, work_email}","t","Glendale","Apartment","Private room","2","2.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","2","moderate","$40.00"
"20011863","14157435","2014-04-11","within an hour","100%","","f","2.0","{email, phone, reviews, jumio}","t","Flatlands","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hair dryer,Iron,Laptop friendly workspace,Private living room,Bathtub,Babysitter recommendations,Room-darkening shades,Hot water,Bed linens,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Wide hallway clearance}","1","2","strict","$75.00"
"13262082","18056150","2014-07-13","within an hour","100%","","f","1.0","{email, phone, reviews, kba}","t","East Village","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hair dryer}","1","1","flexible","$100.00"
"11257497","56066134","2016-01-25","","","","f","1.0","{email, phone, reviews, kba}","t","Washington Heights","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","5","strict","$125.00"
"10072678","50687547","2015-12-06","within a few hours","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id}","t","Bedford-Stuyvesant","Loft","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","5","strict","$89.00"
"17252229","116268542","2017-02-13","within a few hours","100%","","f","1.0","{email, reviews}","f","East New York","Apartment","Entire home/apt","3","1.0","1.0","2.0","Real Bed","{Wireless Internet,Kitchen,Heating,Fire extinguisher,Essentials,Shampoo,Hair dryer,translation missing: en.hosting_amenity_49}","1","2","moderate","$62.00"
"18916917","32613511","2015-05-04","","","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, government_id}","t","Midtown","Apartment","Shared room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Kitchen,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","flexible","$55.00"
"20601784","136515207","2017-06-23","within an hour","100%","","f","5.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Chinatown","Apartment","Shared room","1","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Hot tub,Heating,Washer,Dryer,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman,Bathtub,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Step-free access,Wide doorway,Flat, smooth pathway to front door,Well-lit path to entrance,Step-free access,Wide doorway,Step-free access,Wide doorway,Fixed grab bars for shower & toilet,Accessible-height toilet,Wide clearance to shower & toilet,Step-free access,Wide entryway,Handheld shower head}","1","1","moderate","$75.00"
"19673318","138526119","2017-07-04","within an hour","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id}","f","Rockaway Beach","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","strict","$142.00"
"10675118","2199280","2012-04-22","","","","f","1.0","{email, phone, reviews, kba}","t","Morningside Heights","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace}","4","31","strict","$150.00"
"14056526","84340208","2016-07-17","within a few hours","75%","","f","1.0","{email, phone, reviews, kba}","t","East Harlem","Condominium","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Pets allowed,Doorman,Elevator,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","10","strict","$65.00"
"20284467","10900144","2013-12-29","within a few hours","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Crown Heights","Apartment","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Gym,Elevator,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace}","4","2","strict","$200.00"
"15059135","18569773","2014-07-21","within a few hours","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id}","t","Upper West Side","Other","Private room","1","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Dryer,Smoke detector,Essentials,Shampoo}","1","1","moderate","$98.00"
"15453768","45863742","2015-10-05","within an hour","100%","","t","1.0","{email, phone, facebook, reviews, work_email}","f","Bushwick","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","4","4","moderate","$89.00"
"11376684","35262405","2015-06-08","within an hour","100%","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, government_id, work_email}","t","Chelsea","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Hot tub,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","5","strict","$89.00"
"15707075","13951376","2014-04-06","within a day","89%","","f","1.0","{email, phone, reviews, jumio, work_email}","t","Carroll Gardens","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance}","1","1","moderate","$135.00"
"16503231","1885042","2012-03-08","within a few hours","100%","","f","1.0","{email, phone, facebook, reviews, kba}","t","Harlem","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,Private living room}","1","4","flexible","$55.00"
"18210301","1399691","2011-11-12","within a day","78%","","f","1.0","{email, phone, facebook, reviews, kba, work_email}","t","Upper East Side","Apartment","Private room","1","1.0","0.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","moderate","$150.00"
"11295457","7055854","2013-06-22","within an hour","100%","","f","4.0","{email, phone, reviews, kba}","t","East Harlem","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman}","1","6","strict","$56.00"
"9185696","47790995","2015-10-30","within an hour","100%","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Queens Village","Apartment","Entire home/apt","3","1.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo}","1","1","strict","$75.00"
"6796530","35574300","2015-06-11","within an hour","90%","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, selfie, government_id, identity_manual, work_email}","f","Gowanus","Loft","Private room","2","1.5","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron}","2","1","strict","$98.00"
"2531865","4517005","2012-12-28","","","","f","1.0","{email, phone, reviews, kba, work_email}","t","Kips Bay","Apartment","Entire home/apt","4","1.0","0.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo}","2","1","strict","$210.00"
"751904","3953962","2012-10-23","within a day","60%","","f","3.0","{email, phone, reviews, jumio}","t","Lower East Side","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Essentials,Shampoo,translation missing: en.hosting_amenity_50}","1","2","strict","$130.00"
"4453929","20956730","2014-09-05","","","","f","1.0","{email, phone, reviews, jumio, work_email}","t","Downtown Brooklyn","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Kitchen,Washer}","1","3","flexible","$100.00"
"6551650","34266722","2015-05-26","","","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Gowanus","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials}","1","1","flexible","$104.00"
"7106465","3148906","2012-08-03","within a few hours","100%","","f","1.0","{email, phone, facebook, reviews, kba, work_email}","t","East Village","Apartment","Entire home/apt","3","1.0","1.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","4","strict","$225.00"
"15312128","97538710","2016-10-01","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Fort Greene","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50}","2","1","moderate","$88.00"
"8398566","43779028","2015-09-09","","","","f","1.0","{email, phone, reviews, kba}","t","Upper West Side","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Shampoo,Hangers,Iron,Laptop friendly workspace}","1","2","moderate","$90.00"
"4708850","24337438","2014-11-30","within a day","60%","","f","1.0","{email, phone, reviews, work_email}","f","Flatlands","House","Entire home/apt","6","2.5","2.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49}","2","3","strict","$250.00"
"2569466","13156191","2014-03-15","","","","f","1.0","{email, phone, reviews, jumio}","t","East Harlem","Apartment","Shared room","2","1.0","1.0","1.0","Airbed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials}","1","1","moderate","$55.00"
"64365","314582","2010-12-09","within an hour","100%","","f","2.0","{email, phone, facebook, reviews, kba}","t","Crown Heights","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Suitable for events}","1","2","strict","$60.00"
"206518","1015810","2011-08-24","","","","f","1.0","{email, phone, facebook, reviews}","f","Hell's Kitchen","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Hair dryer,Iron,translation missing: en.hosting_amenity_49}","2","5","strict","$205.00"
"6384383","1245695","2011-10-04","within a day","67%","","f","1.0","{email, phone, reviews, kba}","t","East Village","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Indoor fireplace,Buzzer/wireless intercom,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo}","1","30","flexible","$200.00"
"12760088","52630170","2015-12-29","","","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Harlem","Apartment","Private room","2","2.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets allowed,Elevator,Hot tub,Indoor fireplace,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Safety card,Fire extinguisher,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,translation missing: en.hosting_amenity_50}","1","3","moderate","$50.00"
"16174653","105138341","2016-11-25","within a few hours","100%","","f","1.0","{email, phone, google, reviews}","f","Midtown","Apartment","Entire home/apt","4","1.0","2.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Gym,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman,Private living room,Hot water,Bed linens,Extra pillows and blankets}","1","3","strict","$412.00"
"6705606","35103206","2015-06-05","within an hour","100%","","f","1.0","{email, phone, reviews, jumio}","t","Rego Park","Townhouse","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Shampoo,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove}","2","3","strict","$86.00"
"1497024","8000315","2013-08-07","within an hour","100%","","f","2.0","{email, phone, reviews}","f","Harlem","Apartment","Entire home/apt","6","2.0","2.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer}","6","2","strict","$200.00"
"16336428","13933851","2014-04-05","within a few hours","90%","","f","2.0","{email, phone, reviews, kba}","t","Bedford-Stuyvesant","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Essentials,Lock on bedroom door,Hangers,Hair dryer,translation missing: en.hosting_amenity_50}","1","20","strict","$40.00"
"18094196","16307239","2014-06-02","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Upper East Side","Apartment","Entire home/apt","3","1.0","1.0","3.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer}","1","7","flexible","$130.00"
"5013556","1387175","2011-11-08","within a few hours","100%","","f","1.0","{email, phone, reviews, kba}","t","Crown Heights","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","5","strict","$210.00"
"14807957","10397799","2013-12-03","","","","f","1.0","{email, phone, reviews, jumio, government_id}","t","Murray Hill","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","moderate","$180.00"
"19693808","83901547","2016-07-15","within an hour","100%","","f","1.0","{email, phone, facebook, reviews}","f","Greenwich Village","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Private entrance}","1","2","strict","$175.00"
"11760308","62588398","2016-03-11","within a day","100%","","t","1.0","{email, phone, reviews, kba}","t","East Harlem","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Gym,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","moderate","$70.00"
"14741508","4374433","2012-12-10","within a day","100%","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Upper East Side","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance}","1","1","flexible","$150.00"
"3890018","10448306","2013-12-05","within a day","100%","","f","1.0","{email, phone, reviews, jumio}","t","Williamsburg","Apartment","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Gym,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials}","1","2","flexible","$180.00"
"19548503","5339759","2013-03-05","within a few hours","90%","","f","1.0","{email, phone, reviews, kba}","t","Greenwich Village","Apartment","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Iron,Laptop friendly workspace,Private living room}","1","10","strict","$385.00"
"8845982","15641304","2014-05-17","within a day","100%","","f","1.0","{email, phone, reviews, jumio}","t","East Harlem","Loft","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Essentials,translation missing: en.hosting_amenity_50}","1","4","moderate","$125.00"
